"All Establishment Details"
"January 2017"
"Report Date: 05/05/2017 11:10 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"ERNEST M. COULTER POST NUMBER 69, AMERICAN LEGION, DEPARTMENT OF ILLINOIS","120903028","Robinson","5","98949.9500","89283.9200","9666.0300","27392.0000","17725.9800","9666.0200","2899.8600","2416.5500","483.3100",
"Ervon Incorporated","120700780","Cahokia","5","234256.1800","216443.1400","17813.0400","64900.0000","47086.9100","17813.0900","5343.9600","4453.3000","890.6600",
"ESL Corporation","130702360","Robinson","3","58195.8500","54759.0200","3436.8300","17701.0000","14264.2200","3436.7800","1031.0700","859.2200","171.8500",
"ESMA Restaurant, Inc.","130703015","Boone County","3","38800.9500","34264.9700","4535.9800","13513.0000","8977.0200","4535.9800","1360.8400","1134.0400","226.8000",
"Esquire Lounge, Inc.","120705982","Champaign","4","217560.7200","202677.0900","14883.6300","68486.0000","53576.9200","14909.0800","4472.7700","3727.3100","745.4600",
"ESSOF, INC.","120706476","Rockford","5","392831.7500","365221.7100","27610.0400","131258.0000","103647.9600","27610.0400","8283.1200","6902.6100","1380.5100",
"EURO LANES, INC.","120711792","Dolton","5","230020.6300","210247.7400","19772.8900","85379.0000","65606.1100","19772.8900","5931.9200","4943.2700","988.6500",
"EVANDY, LLC","130705481","Naples","3","63056.0100","58767.6400","4288.3700","22128.0000","17839.6300","4288.3700","1286.5500","1072.1200","214.4300",
"EVANS RECREATION, LLC","140704357","Springfield","5","132390.9000","121145.8900","11245.0100","38660.0000","27414.9900","11245.0100","3373.4800","2811.2400","562.2400",
"Evansville Post Number 1172 of the American Legion","120908097","Evansville","3","123564.9100","115829.5200","7735.3900","27310.0000","19574.6100","7735.3900","2320.6300","1933.8600","386.7700",
"Evergreen Marketing, Inc.","150703389","Dixon","5","94784.5300","87326.2300","7458.3000","32410.0000","24951.7000","7458.3000","2237.5700","1864.6400","372.9300",
"Evergreen Marketing, Inc.","120705270","Dixon","3","92036.4800","84689.9900","7346.4900","29511.0000","22164.5100","7346.4900","2203.9800","1836.6500","367.3300",
"Evergreen Park Post No. 854, The American Legion","120910861","Evergreen Park","5","564725.1500","528220.7100","36504.4400","161469.0000","124964.5600","36504.4400","10951.3600","9126.1400","1825.2200",
"EVERLAST OIL, INC.","121001213","Downs","5","279550.7600","262294.2000","17256.5600","69750.0000","52493.2100","17256.7900","5177.1800","4314.3200","862.8600",
"Ex-Square,Inc.","120709783","Kankakee","4","174994.0800","163245.9000","11748.1800","63870.0000","52121.8200","11748.1800","3524.5400","2937.1200","587.4200",
"Expresslane, Inc.","121006431","La Salle County","5","392885.1700","359492.9800","33392.1900","125158.0000","91765.8100","33392.1900","10017.7500","8348.1200","1669.6300",
"Expresslane, Inc.","121006670","Stockton","5","208695.3300","192399.1000","16296.2300","62766.0000","46469.7700","16296.2300","4888.8500","4074.0400","814.8100",
"Expresslane, Inc.","121006743","Hillsdale","5","296145.8800","268740.5800","27405.3000","90829.0000","63423.7600","27405.2400","8221.6400","6851.3700","1370.2700",
"Expresslane, Inc.","141001578","Shabbona","4","88850.8700","81198.1400","7652.7300","28787.0000","21134.2700","7652.7300","2295.8300","1913.1900","382.6400",
"Expresslane, Inc.","141004061","Sublette","3","95061.7800","85659.2900","9402.4900","25223.0000","15820.4700","9402.5300","2820.7900","2350.6600","470.1300",
"Expresslane, Inc.","140702501","Silvis","5","351735.3800","318182.4500","33552.9300","105685.0000","72132.1400","33552.8600","10065.9600","8388.3000","1677.6600",
"Expresslane, Inc.","131002303","Annawan","5","305203.4600","280847.1200","24356.3400","97625.0000","73268.6800","24356.3200","7306.9200","6089.1000","1217.8200",
"Expresslane, Inc.","131002308","Dixon","5","441963.2600","416876.0600","25087.2000","136608.0000","111520.8000","25087.2000","7526.2500","6271.8700","1254.3800",
"Expresslane, Inc.","131002060","Peru","5","767925.8700","709985.6300","57940.2400","242495.0000","184695.1800","57799.8200","17339.9400","14449.9500","2889.9900",
"Expresslane, Inc.","121006729","Winnebago County","5","524392.0600","487996.8600","36395.2000","138128.0000","101732.8000","36395.2000","10918.5900","9098.8300","1819.7600",
"Expresslane, Inc.","140701514","Seneca","5","167089.5300","152708.7900","14380.7400","47353.0000","32972.3600","14380.6400","4314.2800","3595.2400","719.0400",
"F & P Hospitality, LLC","120710603","Elk Grove Village","5","272500.9900","247284.6200","25216.3700","96595.0000","71378.6300","25216.3700","7564.9200","6304.1100","1260.8100",
"F.A. Tailgators, Inc.","120706069","Oak Lawn","5","472929.7700","434887.8600","38041.9100","148110.0000","110068.0900","38041.9100","11412.5900","9510.4900","1902.1000",
"F.A.S.T., Inc.","120700157","Peoria","4","93935.1400","86503.4700","7431.6700","29103.0000","21671.5800","7431.4200","2229.4500","1857.8700","371.5800",
"F.D. NOE INC.","120700543","Limestone","5","130256.2900","119481.6300","10774.6600","38429.0000","27654.4400","10774.5600","3232.4400","2693.7000","538.7400",
"F.G.3, LLC","160702498","Shelbyville","5","268789.0100","241897.9800","26891.0300","84085.0000","57193.9700","26891.0300","8067.3900","6722.8300","1344.5600",
"F.V. KICKERS, NFP","140706265","Oswego","5","242463.1400","219260.9800","23202.1600","85568.0000","62365.8400","23202.1600","6960.7200","5800.6100","1160.1100",
"Fairfield Elks Club","140802753","Fairfield","3","66712.8000","60660.8000","6052.0000","20897.0000","14845.0100","6051.9900","1815.5700","1512.9800","302.5900",
"Fairmont Bowl, Inc.","130703037","Collinsville","5","283460.9000","256998.6400","26462.2600","70496.0000","44033.7400","26462.2600","7938.7000","6615.5900","1323.1100",
"Fairview Heights, Il Lodge No. 664, Benevolent and Protective Order of Elks","120808029","Fairview Heights","4","21350.8100","19996.0800","1354.7300","6410.0000","5055.2700","1354.7300","406.4600","338.7200","67.7400",
"Fairview Inn, Inc.","120702000","Fairview Heights","5","195793.5400","176711.6100","19081.9300","57802.0000","38720.0700","19081.9300","5724.6800","4770.5700","954.1100",
"Fairview Restarante, LLC","150700174","Springfield","3","15114.7000","13196.9600","1917.7400","6221.0000","4303.2600","1917.7400","575.3900","479.4900","95.9000",
"Fajitas Mexican Restaurant #2 Inc.","150701223","La Salle","4","31870.3000","28733.9200","3136.3800","11038.0000","7901.6200","3136.3800","940.9200","784.1000","156.8200",
"Fajitas Mexican Restaurant Inc.","120712542","Countryside","5","197134.3800","181776.6800","15357.7000","60681.0000","45323.3000","15357.7000","4607.3600","3839.4600","767.9000",
"Fajitas Mexican Restaurant Of Tinley Park Inc.","140700405","Tinley Park","5","299060.6700","271766.4300","27294.2400","88607.0000","61312.8700","27294.1300","8188.3000","6823.5800","1364.7200",
"Familia G. Inc.","160701366","Crystal Lake","3","56113.2900","53135.9000","2977.3900","18686.0000","15708.6100","2977.3900","893.2200","744.3500","148.8700",
"Family Affair LLC","120700241","Peoria County","5","142603.5400","128561.4900","14042.0500","41707.0000","27664.9500","14042.0500","4212.6000","3510.5100","702.0900",
"Family Beer East Inc.","140702406","East Dubuque","5","175181.7600","159919.1200","15262.6400","43897.0000","28634.3600","15262.6400","4578.8900","3815.7400","763.1500",
"Family House Restaurant, Inc.","130705889","Bradley","5","81545.6100","75417.8600","6127.7500","26966.0000","20838.2500","6127.7500","1838.4000","1532.0100","306.3900",
"Famous City Bistro, Inc.","120706976","Peoria","5","274970.4900","250752.1200","24218.3700","80239.0000","56020.6300","24218.3700","7265.5200","6054.6000","1210.9200",
"FANELLA'S PIZZA, INC.","150703245","Lake County","5","205410.6800","189114.0200","16296.6600","60364.0000","44067.3400","16296.6600","4889.0700","4074.2200","814.8500",
"Fantasyland, Inc.","120704003","Peoria County","2","60527.4800","55597.2900","4930.1900","11430.0000","6499.8100","4930.1900","1479.0800","1232.5700","246.5100",
"Farm Tavern of Taylorville, Inc.","160702248","Taylorville","5","153744.5600","140801.0900","12943.4700","52900.0000","39956.7000","12943.3000","3883.0200","3235.8500","647.1700",
"Farmer's Inn Liquors, Inc.","120704537","Kirkland","3","62861.0500","56697.8500","6163.2000","20112.0000","13948.8000","6163.2000","1849.0000","1540.8300","308.1700",
"FARMINGTON LODGE NO. 1571, LOYAL ORDER OF MOOSE","120802005","Farmington","5","194667.8500","177281.5900","17386.2600","56814.0000","39428.0900","17385.9100","5215.8300","4346.5300","869.3000",
"FAST EDDIE'S BON-AIR, INC.","120700205","Alton","5","229561.0100","208020.4700","21540.5400","73297.0000","51756.4600","21540.5400","6462.2000","5385.1700","1077.0300",
"Fat Fish Pub, I, LLC","160702942","Galesburg","4","20851.8500","17505.4400","3346.4100","6597.0000","3250.6200","3346.3800","1003.9700","836.6500","167.3200",
"Fat Jack's, Inc.","120700474","Bloomington","4","92258.3700","83238.5200","9019.8500","30524.0000","21504.1500","9019.8500","2705.9900","2254.9900","451.0000",
"Fat Jem Enterprises, Inc.","120708474","Summit","5","422690.9500","391550.3100","31140.6400","129618.0000","98477.6600","31140.3400","9342.1700","7785.1500","1557.0200",
"Father & Son Ventures LLC","160701426","Byron","5","205972.9400","182418.2500","23554.6900","71350.0000","47795.2100","23554.7900","7066.4800","5888.7300","1177.7500",
"Father & Son Ventures LLC","130701821","Davis Junction","5","286991.1300","261675.7200","25315.4100","89145.0000","63830.0900","25314.9100","7594.5200","6328.7700","1265.7500",
"Father & Son Ventures LLC","140701885","Oregon","5","260296.3300","235584.5500","24711.7800","83546.0000","58834.2200","24711.7800","7413.5700","6177.9800","1235.5900",
"Father & Son Ventures LLC","140700318","Oregon","5","245773.9300","224778.0900","20995.8400","85946.0000","64950.1600","20995.8400","6298.7900","5249.0000","1049.7900",
"Faye Inn, Inc.","120702065","Fayetteville","3","61249.2600","57506.6200","3742.6400","15357.0000","11614.3600","3742.6400","1122.7900","935.6600","187.1300",
"Feast House Restaurant, Inc.","160700537","Waukegan","5","324726.2100","297235.6600","27490.5500","104127.0000","76636.4500","27490.5500","8247.2200","6872.6800","1374.5400",
"Fehrenbacher Enterprises, Inc.","121000739","Olney","5","584861.1700","536621.9100","48239.2600","161398.0000","113158.7500","48239.2500","14471.8400","12059.8700","2411.9700",
"Fejza, Inc.","140702450","Ottawa","4","37656.0100","36988.4100","667.6000","14957.0000","14289.4800","667.5200","200.3400","166.9500","33.3900",
"Fergaria's Pizza Inc.","140703759","Seneca","3","24611.4600","23165.3400","1446.1200","7305.0000","5858.8800","1446.1200","433.8600","361.5500","72.3100",
"FERGIE & FOZ INC.","140703999","Summit","5","479447.2200","446400.3100","33046.9100","148142.0000","115095.0900","33046.9100","9914.0800","8261.7400","1652.3400",
"Fergy's Bar & Grill, Inc.","120709446","Seneca","5","288242.9100","269672.9700","18569.9400","100497.0000","81927.3600","18569.6400","5571.0000","4642.5000","928.5000",
"Fieldhouse 219, LLC","160701340","Monticello","4","63720.8300","58744.9700","4975.8600","24343.0000","19367.1400","4975.8600","1492.7900","1243.9900","248.8000",
"Fieldhouse, LLC","130701185","Peoria","5","134431.9600","121886.2000","12545.7600","44314.0000","31768.1900","12545.8100","3763.7300","3136.4400","627.2900",
"Fifth Alarm, Inc","130700156","Byron","5","78161.4300","71929.9500","6231.4800","24982.0000","18750.4700","6231.5300","1869.5000","1557.9200","311.5800",
"Fifty K Corp.","130702915","Fox Lake","5","173993.9800","159150.0100","14843.9700","60823.0000","45979.0300","14843.9700","4453.2800","3711.0700","742.2100",
"Filicsky Corporation","120701198","Danville","5","454101.2800","417549.7900","36551.4900","139305.0000","102753.5100","36551.4900","10965.5200","9137.9300","1827.5900",
"Filis Station Inc.","140703724","Charleston","4","65058.2400","60348.2800","4709.9600","17899.0000","13189.4300","4709.5700","1412.8400","1177.3700","235.4700",
"Fill Up Station, Inc.","120703649","Berwyn","4","138422.6100","128238.9900","10183.6200","38904.0000","28720.3800","10183.6200","3055.1500","2545.9600","509.1900",
"FILLUP, INC.","130703560","Romeoville","3","1458.2500","1195.5000","262.7500","804.0000","541.2500","262.7500","78.8400","65.7000","13.1400",
"Final Four Inc.","120712210","Sherman","5","473257.6400","432389.7100","40867.9300","147735.0000","106867.0700","40867.9300","12260.4600","10217.0600","2043.4000",
"Finally R Place, Inc.","120701984","East Dubuque","4","150605.7700","139129.5000","11476.2700","42951.0000","31474.7300","11476.2700","3442.9500","2869.1300","573.8200",
"Finnegan's Cottage, Inc.","120710954","Loves Park","5","66538.8600","60426.5800","6112.2800","24207.0000","18095.5200","6111.4800","1833.5200","1527.9300","305.5900",
"Fiorina Enterprises, LLC","120705652","Herrin","5","287750.8500","271161.6400","16589.2100","71845.0000","55255.7900","16589.2100","4976.8000","4147.3400","829.4600",
"FIRE & ICE SMOKEHOUSE & CREAMERY, LLC","150703215","Marengo","5","67365.7800","61395.7400","5970.0400","22966.0000","16995.9600","5970.0400","1791.0900","1492.5800","298.5100",
"Fire Bar Incorporated","160701312","Crystal Lake","3","215417.8300","202971.8900","12445.9400","81118.0000","68672.2600","12445.7400","3733.7800","3111.4900","622.2900",
"Fire Station Pub, Inc.","130701818","Summit","5","858404.5400","810134.1300","48270.4100","224402.0000","176131.5900","48270.4100","14481.2300","12067.6900","2413.5400",
"Fireside Land Development, L.L.C.","140702861","Prospect Heights","4","33047.0000","30435.9000","2611.1000","10626.0000","8015.0700","2610.9300","783.3200","652.7700","130.5500",
"Fireside LLC","160701643","Olney","3","16204.2800","15376.2300","828.0500","5161.0000","4333.2300","827.7700","248.3200","206.9300","41.3900",
"Fireside Tap, Inc.","120709901","Naplate","5","81527.7900","73750.9600","7776.8300","28690.0000","20913.1700","7776.8300","2333.0900","1944.2400","388.8500",
"First ILR, L,L,C.","140702998","Bloomingdale","2","50988.2000","46353.5900","4634.6100","14478.0000","9843.3900","4634.6100","1390.4300","1158.6900","231.7400",
"First Rockford Hospitality Corp.","120709102","Rockford","4","162240.1400","149836.1000","12404.0400","51615.0000","39210.9600","12404.0400","3721.2700","3101.0600","620.2100",
"FISCHER-SOLLIS POST #137 AMERICAN LEGION, INC.","150901660","O'Fallon","3","123585.6900","113801.8300","9783.8600","36216.0000","26432.0900","9783.9100","2935.2100","2446.0100","489.2000",
"Fisholee Enterprises Inc.","120701161","Algonquin","5","448186.7500","418310.5700","29876.1800","151185.0000","121308.8200","29876.1800","8962.9000","7469.0800","1493.8200",
"Fitz's Pub - Villa Park, Inc.","120712310","Villa Park","5","688003.4200","642318.6800","45684.7400","196828.0000","151143.2600","45684.7400","13705.4600","11421.2200","2284.2400",
"Five Step Holdings LLC","150702848","DeKalb","3","34168.5600","31441.4100","2727.1500","8796.0000","6068.6300","2727.3700","818.2200","681.8500","136.3700",
"FJK ENTERPRISES INC.","150702392","Carroll County","4","38414.3500","35388.2300","3026.1200","10484.0000","7457.8800","3026.1200","907.8300","756.5300","151.3000",
"Flame Eatery & Wine Bar, LLC","140700553","Carbondale","4","30096.8500","29231.9400","864.9100","9068.0000","8203.0900","864.9100","259.5100","216.2600","43.2500",
"FLAMINGGYPSYS INC.","130705163","Wapella","4","107029.5800","101137.0900","5892.4900","33633.0000","27740.6100","5892.3900","1767.7600","1473.1300","294.6300",
"Flat Branch Saloon LLC","140701865","Clinton County","3","51361.4900","47958.2400","3403.2500","11107.0000","7703.7500","3403.2500","1020.9800","850.8200","170.1600",
"Flemish American Club","140703709","Kewanee","3","15737.2900","13175.5600","2561.7300","5984.0000","3422.1800","2561.8200","768.6000","640.5100","128.0900",
"Fletcher's Belleville, Inc.","160701840","Belleville","5","77954.8200","70714.9900","7239.8300","26035.0000","18795.3000","7239.7000","2171.9500","1809.9600","361.9900",
"Flo's on Pulaski, Inc.","120707523","Peru","5","274437.1400","256354.9100","18082.2300","89144.0000","71061.9700","18082.0300","5424.6600","4520.5500","904.1100",
"FLO-IN CORP.","140702926","McHenry","4","54348.6300","52878.5500","1470.0800","19987.0000","18516.9200","1470.0800","441.1100","367.5900","73.5200",
"Flora Elks Lodge #1659 Of The Benevolent & Protective Order of Elks of the United States of America Inc.","130804287","Flora","5","87977.0400","80091.4100","7885.6300","28307.0000","20421.4800","7885.5200","2365.7400","1971.4500","394.2900",
"Flora Ruth Carter","150702767","Jackson County","3","58550.5000","54559.4000","3991.1000","18271.0000","14280.3600","3990.6400","1197.2000","997.6600","199.5400",
