"All Establishment Details"
"February 2017"
"Report Date: 05/05/2017 11:07 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Alc Corp.","140700829","Schiller Park","5","162101.0000","150644.2000","11456.8000","45410.0000","33952.8000","11457.2000","3437.1900","2864.3200","572.8700",
"Alejandra's Mexican Cuisine, Inc.","140700849","Northlake","2","19152.3600","17947.8400","1204.5200","5894.0000","4689.4800","1204.5200","361.3600","301.1300","60.2300",
"Alexander Seven, Inc.","120705208","Romeoville","5","257366.0100","231079.7600","26286.2500","75847.0000","49560.7500","26286.2500","7885.9200","6571.6000","1314.3200",
"ALEXANDER'S RESTAURANT, INC.","130702326","Elgin","2","47942.3600","42777.0200","5165.3400","14728.0000","9562.3000","5165.7000","1549.7500","1291.4600","258.2900",
"Alfano's Restaurant, LTD.","140701980","Oregon","4","68884.2300","63476.5600","5407.6700","23097.0000","17689.3300","5407.6700","1622.3700","1351.9800","270.3900",
"Alfonso & Mau, Inc.","160702101","Beach Park","5","68678.9900","61145.6900","7533.3000","25280.0000","17746.7000","7533.3000","2260.0200","1883.3500","376.6700",
"ALGONQUIN SUSHI KING INC.","160702801","Algonquin","5","22665.2100","20375.3600","2289.8500","8038.0000","5747.9900","2290.0100","687.0100","572.5100","114.5000",
"ALIBI BAR & GRILL LTD.","150704430","St. Charles","5","18472.3600","17883.9200","588.4400","5774.0000","5185.5600","588.4400","176.5400","147.1100","29.4300",
"Alice B Krainock ","120707499","Danville","3","116208.6300","108367.2500","7841.3800","40547.0000","32705.6200","7841.3800","2352.4000","1960.3300","392.0700",
"Alice Coloni","120701373","Sesser","4","156496.0400","144703.8600","11792.1800","48241.0000","36448.7500","11792.2500","3537.6900","2948.0800","589.6100",
"All American Group LLC","160701558","Petersburg","5","139663.0000","127551.9800","12111.0200","43777.0000","31665.9800","12111.0200","3633.3300","3027.7700","605.5600",
"ALL SPORTS BAR & GRILL, INC.","120706714","McCullom Lake","5","140780.7900","128441.5200","12339.2700","55472.0000","43132.7300","12339.2700","3701.8600","3084.8900","616.9700",
"ALL-INN, INC.","140700568","Morton Grove","5","540493.9200","506584.8800","33909.0400","147273.0000","113364.0000","33909.0000","10172.7100","8477.2600","1695.4500",
"Allen L. Snow","140702863","Minonk","4","87256.6400","76122.5800","11134.0600","22051.0000","10916.9400","11134.0600","3340.3000","2783.5800","556.7200",
"Alley 64, INC.","160702383","St. Charles","5","416211.9400","381049.9000","35162.0400","152858.0000","117696.0000","35162.0000","10548.6700","8790.5600","1758.1100",
"ALLEY LOOP ENTERPRISES, LTD. ","120709777","Dixon","5","240734.2300","218681.4200","22052.8100","75249.0000","53196.1900","22052.8100","6615.8700","5513.2300","1102.6400",
"ALONSO LLC","150702720","Waukegan","5","318218.7800","294178.1200","24040.6600","116122.0000","92081.3900","24040.6100","7212.1800","6010.1500","1202.0300",
"Aloste, Inc.","120704411","Chicago Heights","5","275878.5000","251411.6800","24466.8200","97971.0000","73504.1800","24466.8200","7340.0600","6116.7200","1223.3400",
"AlphaBravo, LLC","120703137","East Peoria","5","177671.1200","166288.4300","11382.6900","54300.0000","42917.3300","11382.6700","3414.8100","2845.6800","569.1300",
"Alsip Memorial V.F.W. Post 450, Inc.","120907757","Alsip","5","219918.3100","202642.7100","17275.6000","63760.0000","46484.4000","17275.6000","5182.7600","4318.9700","863.7900",
"ALSIP RESTAURANT AND LOUNGE, INC.","130700172","Alsip","5","475940.6300","440150.1900","35790.4400","155313.0000","119522.7000","35790.3000","10737.1800","8947.6600","1789.5200",
"Alton KG Management LLC","150701239","Alton","3","57126.3900","53330.0100","3796.3800","17257.0000","13460.9700","3796.0300","1138.8200","949.0100","189.8100",
"Alton Lodge No. 951, Loyal Order of Moose","120801982","Godfrey","5","321318.6700","305536.2900","15782.3800","91256.0000","75473.6200","15782.3800","4734.7200","3945.6000","789.1200",
"Alton Motorboat Club","120707317","Jersey County","3","30526.2400","27455.6600","3070.5800","9036.0000","5965.4900","3070.5100","921.1300","767.6100","153.5200",
"Alton Owls' Club","120713090","Alton","4","175581.6100","164030.4600","11551.1500","38858.0000","27306.8500","11551.1500","3465.3400","2887.7800","577.5600",
"Alton Post #126 American Legion","120911002","Alton","2","13399.1100","12302.4700","1096.6400","5254.0000","4157.1800","1096.8200","329.0500","274.2100","54.8400",
"Alton Post 1308, Veterans of Foreign Wars of the United States","120901471","Alton","5","213039.4200","196868.6500","16170.7700","50431.0000","34260.2300","16170.7700","4851.3300","4042.7800","808.5500",
"Alton Truck Stop LLC","140702039","Alton","5","531343.4900","489927.6300","41415.8600","159998.0000","118582.1400","41415.8600","12424.7900","10354.0000","2070.7900",
"Alton-Wood River Sportsmen's Club, Inc.","120701458","Godfrey","4","98962.1000","90810.2000","8151.9000","29498.0000","21346.1000","8151.9000","2445.6200","2038.0100","407.6100",
"ALTUR3, INC.","120702072","Machesney Park","5","199146.4500","179980.0400","19166.4100","60056.0000","40889.0900","19166.9100","5750.1400","4791.7900","958.3500",
"Alva Courier Post #487, The American Legion","120906055","Chester","4","140827.5800","128967.2500","11860.3300","39531.0000","27670.6700","11860.3300","3558.1700","2965.1400","593.0300",
"Alvarez Tacos, Inc.","130704850","Cherry Valley","5","3913.4900","3124.7300","788.7600","1854.0000","1065.2400","788.7600","236.6300","197.1900","39.4400",
"ALVM, INC.","150703796","Crest Hill","4","86969.7300","82572.3700","4397.3600","23321.0000","18923.6600","4397.3400","1319.2100","1099.3500","219.8600",
"Alwans Place, LLC","160701767","East Peoria","4","48842.5900","46474.1100","2368.4800","16881.0000","14507.4700","2373.5300","712.0800","593.4000","118.6800",
"Aly Anne's LLC","150702034","Pontiac","5","481204.3700","442120.3500","39084.0200","140656.0000","101571.9800","39084.0200","11725.2400","9771.0300","1954.2100",
"AMANDA J SCHMITT LLC","160700569","O'Fallon","3","152699.0100","142486.0200","10212.9900","38104.0000","27891.0100","10212.9900","3063.9100","2553.2600","510.6500",
"AMB Buffet, Inc.","130705916","Machesney Park","3","56963.2700","54021.0700","2942.2000","19198.0000","16255.9500","2942.0500","882.6500","735.5400","147.1100",
"Ambraw Post No. 2244, Veterans Of Foreign Wars of the United States","120902098","Lawrenceville","5","270956.2700","250264.4700","20691.8000","69600.0000","48908.2000","20691.8000","6207.5900","5172.9900","1034.6000",
"Ambraw River Eagles #4475","120803010","Newton","4","49507.2500","43256.3500","6250.9000","17707.0000","11456.1000","6250.9000","1875.3300","1562.7800","312.5500",
"AMERICA'S BAR & GRILL LLC","140703956","Hoffman Estates","4","80117.4300","70523.4600","9593.9700","22947.0000","13353.0300","9593.9700","2878.2600","2398.5500","479.7100",
"American Gas & Food Ent Inc.,","150702633","Wadsworth","5","83237.3500","75581.9600","7655.3900","29360.0000","21704.4100","7655.5900","2296.7100","1913.9300","382.7800",
"American Hungarian Family Society","150700683","Bloomington","5","153253.1800","145744.3300","7508.8500","48217.0000","40708.2500","7508.7500","2252.6800","1877.2300","375.4500",
"American Legion Clarence V. Scheel Post No. 292 of Mascoutah, Illinois","120906386","Mascoutah","5","209791.5100","191015.5600","18775.9500","60346.0000","41570.0900","18775.9100","5632.8100","4694.0100","938.8000",
"American Legion Club of Flora, Illinois","120713107","Flora","5","236968.0900","222634.3400","14333.7500","68829.0000","54495.2300","14333.7700","4300.0900","3583.4100","716.6800",
"American Legion Elgin Post 57","130901993","Elgin","5","133518.2700","121255.7600","12262.5100","37816.0000","25553.4900","12262.5100","3678.8200","3065.6900","613.1300",
"American Legion Herrin's Prairie Post #645","120906680","Herrin","5","235567.8000","213688.6000","21879.2000","72088.0000","50208.7900","21879.2100","6563.7600","5469.8100","1093.9500",
"AMERICAN LEGION MCDONOUGH COUNTY POST #6","120903486","Macomb","3","58825.0100","51484.3700","7340.6400","20719.0000","13378.3600","7340.6400","2202.2200","1835.1900","367.0300",
"American Legion Memorial Association of Thornton, Illinois","120909986","Thornton","5","122194.0800","109799.3900","12394.6900","37986.0000","25591.5600","12394.4400","3718.3400","3098.6200","619.7200",
"American Legion Philip Whiteside Post 1961 ","120907755","Orient","5","187110.5800","169292.6200","17817.9600","55099.0000","37277.3500","17821.6500","5346.5000","4455.4200","891.0800",
"AMERICAN LEGION POELKER POST NO. 321","120902310","New Baden","4","55135.8800","50934.8200","4201.0600","19158.0000","14956.9400","4201.0600","1260.3000","1050.2500","210.0500",
"American Legion Post #364","120905588","Carrier Mills","4","111811.0800","105017.5000","6793.5800","31912.0000","25118.4500","6793.5500","2038.0600","1698.3900","339.6700",
"American Legion Post #51","120906949","Westville","5","167682.1200","155201.9500","12480.1700","50905.0000","38424.8300","12480.1700","3744.1700","3120.1400","624.0300",
"American Legion Post #932","130900584","Sainte Marie","3","19686.6900","17412.9100","2273.7800","8201.0000","5927.2200","2273.7800","682.1300","568.4400","113.6900",
"AMERICAN LEGION POST 1198","120905409","Chicago Heights","5","195685.6500","185435.6900","10249.9600","63351.0000","53101.0400","10249.9600","3075.0400","2562.5300","512.5100",
"American Legion Post 227","120900363","East Moline","3","69844.6200","62404.9600","7439.6600","19589.0000","12149.2900","7439.7100","2231.9300","1859.9400","371.9900",
"American Legion Post 489 Yorkville ","120901989","Kendall County","5","189303.7500","173301.6500","16002.1000","63030.0000","47027.9000","16002.1000","4800.6700","4000.5600","800.1100",
"american legion post 71","120900215","Urbana","5","461776.1800","419884.8300","41891.3500","161701.0000","119809.6500","41891.3500","12567.4200","10472.8600","2094.5600",
"AMERICAN LEGION POST NO. 1231, LAKE IN THE HILLS, ILLINOIS","120907902","Lake In the Hills","4","86088.1500","75960.8300","10127.3200","29854.0000","19726.6800","10127.3200","3038.2500","2531.8700","506.3800",
"American Legion Post No. 287 Inc.  ","120904755","Rantoul","3","23077.1800","19837.3400","3239.8400","8270.0000","5030.1600","3239.8400","971.9500","809.9600","161.9900",
"American Legion Post No.100, Inc.","120911008","Tazewell County","2","19219.4700","17198.1100","2021.3600","6905.0000","4883.6400","2021.3600","606.4500","505.3800","101.0700",
"AMERICAN LEGION STEGER POST NO. 521 STEGER, ILLINOIS","120908989","Steger","5","268969.7500","248031.4400","20938.3100","75412.0000","54473.6900","20938.3100","6281.5400","5234.6200","1046.9200",
"American Legion Stookey Post 1255","120902953","St. Clair County","5","207833.6100","192694.1600","15139.4500","52924.0000","37784.4700","15139.5300","4541.8600","3784.8800","756.9800",
"American Legion Timmerman Benhoff Post 252 Breese, Ill.","120900597","Breese","5","102441.1700","96459.5600","5981.6100","33607.0000","27625.3900","5981.6100","1794.4500","1495.3800","299.0700",
"AMERICAN LEGION, EAST ALTON POST #794","120906952","East Alton","5","181195.2700","164261.7100","16933.5600","49069.0000","32135.4900","16933.5100","5080.0900","4233.4100","846.6800",
"American Legion, Louis E. Davis Post #56, Inc.","150902962","Bloomington","3","9652.6000","9173.2600","479.3400","3225.0000","2745.6600","479.3400","143.8200","119.8500","23.9700",
"American Lombardi Society","130705384","Rockford","5","433623.3000","400779.7100","32843.5900","144394.0000","111550.1100","32843.8900","9853.2100","8211.0100","1642.2000",
"American Luxemburger Independent Club ","120713093","Aurora","5","238958.2100","216484.6400","22473.5700","68456.0000","45982.4300","22473.5700","6742.1100","5618.4300","1123.6800",
"AMF Bowling Centers, Inc.","120707827","Springfield","5","176951.4500","166419.2800","10532.1700","59418.0000","48885.8300","10532.1700","3159.7600","2633.1300","526.6300",
"AMF Bowling Centers, Inc.","120707904","Lyons","5","66853.3600","58253.7600","8599.6000","24953.0000","16353.4000","8599.6000","2579.9600","2149.9600","430.0000",
"Amos Jefferson Co. Inc.","120700415","Sangamon County","5","257367.8700","228585.7800","28782.0900","86219.0000","57436.9600","28782.0400","8634.6700","7195.5600","1439.1100",
"AMSIA MARKET LLC","160700612","Jerome","5","389063.8800","352674.3000","36389.5800","150517.0000","114127.2700","36389.7300","10916.9600","9097.4700","1819.4900",
"AMVET Paul Towne Memorial Post #169","120912052","North Pekin","4","66768.9400","60110.8300","6658.1100","24862.0000","18203.9100","6658.0900","1997.4700","1664.5600","332.9100",
"Amvets Greater Peoria Post No. 64","120900192","Peoria","5","115089.8700","105605.0500","9484.8200","42307.0000","32822.2600","9484.7400","2845.4900","2371.2500","474.2400",
"AMVETS POST # 103","120909532","Aurora","5","246233.1000","226749.2700","19483.8300","72810.0000","53326.1700","19483.8300","5845.2000","4871.0000","974.2000",
"Amvets Post #16","150904263","Litchfield","4","31199.1500","28446.2000","2752.9500","7806.0000","5053.0500","2752.9500","825.9500","688.2900","137.6600",
"Amvets Post #204 ","120902094","Madison","5","144590.3600","134627.1600","9963.2000","42876.0000","32912.7000","9963.3000","2988.9800","2490.8200","498.1600",
"Amvets, Fisher Post 52 of the Illinois State Department of Amvets, Inc.","150903784","Fisher","3","63767.9100","57533.3300","6234.5800","22118.0000","15883.4200","6234.5800","1870.3600","1558.6300","311.7300",
"Amy Coffman","150701690","Vermont","2","22616.4400","20988.2100","1628.2300","7608.0000","5979.7700","1628.2300","488.4600","407.0500","81.4100",
"ANC Rainbow, Inc.","120710858","Decatur","5","291076.7600","266127.2300","24949.5300","96385.0000","71435.4700","24949.5300","7484.8900","6237.4100","1247.4800",
"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.","120710859","Springfield","4","109220.4000","98492.9400","10727.4600","34075.0000","23347.5400","10727.4600","3218.2800","2681.9000","536.3800",
"Andres H Orozco","120705643","Galesburg","5","169375.2100","154026.2500","15348.9600","49507.0000","34158.0400","15348.9600","4604.7900","3837.3300","767.4600",
"Andrew & Clay Butler","120705647","Highland","3","24607.1300","24412.2300","194.9000","10995.0000","10800.1000","194.9000","58.4700","48.7200","9.7500",
"ANDREW G YOUNGER","120701995","Whiteside County","5","172370.5400","152070.2100","20300.3300","54520.0000","34219.6700","20300.3300","6090.2200","5075.1900","1015.0300",
"Andrew Gosney","160700432","Quincy","2","120351.6300","112632.8500","7718.7800","33531.0000","25812.2200","7718.7800","2315.6500","1929.7100","385.9400",
"Andrew Waters","120707913","Monmouth","5","200060.1000","182754.9800","17305.1200","67441.0000","50135.9300","17305.0700","5191.5400","4326.2900","865.2500",
"Andrew's Mart, Inc.","131004484","Meredosia","5","224366.2200","208729.1600","15637.0600","70346.0000","54708.9800","15637.0200","4691.1600","3909.3000","781.8600",
"ANDY AND SOPHIE'S, INC.","120709797","Joliet","3","130827.7300","122352.1700","8475.5600","32642.0000","24166.4300","8475.5700","2542.7000","2118.9200","423.7800",
"ANDY'S DAM INN, INC.","120700490","Wheeling","4","116795.1700","106641.4400","10153.7300","44049.0000","33895.2700","10153.7300","3046.2000","2538.5000","507.7000",
"ANG RESTAURANT, INC.","150700666","Antioch","5","244083.8100","220209.4800","23874.3300","80210.0000","56335.8500","23874.1500","7162.3000","5968.5800","1193.7200",
"Angel Duffy","140701265","Ottawa","5","76229.1400","68340.2300","7888.9100","24118.0000","16229.0400","7888.9600","2366.6900","1972.2500","394.4400",
"Angela Perry","120707640","Sullivan","4","212591.5900","191735.8500","20855.7400","64950.0000","44094.3900","20855.6100","6256.7800","5213.9800","1042.8000",
"Angela Perry","160701337","Sullivan","3","2317.5400","2082.5200","235.0200","647.0000","411.9800","235.0200","70.5100","58.7600","11.7500",
"Angela's Best Shot, Inc.","160703452","Momence","5","60439.2700","53996.9800","6442.2900","21279.0000","14836.7100","6442.2900","1932.7100","1610.5900","322.1200",
"Angels In The Outfield, Incorporated","140703631","Belgium","5","105540.8000","96749.0600","8791.7400","35788.0000","26996.2600","8791.7400","2637.6200","2198.0100","439.6100",
"Ani Petros","120711520","Walnut","3","106568.7000","95613.1800","10955.5200","40476.0000","29520.6300","10955.3700","3286.6200","2738.8500","547.7700",
"Ann-Lee Management, Inc.","120701991","Machesney Park","5","358025.2700","328558.5200","29466.7500","114600.0000","85133.2500","29466.7500","8840.0800","7366.7400","1473.3400",
"Anna Lodge No. 1346, Loyal Order of Moose","120807292","Anna","5","168695.7200","157692.5400","11003.1800","50429.0000","39425.8400","11003.1600","3300.9700","2750.8100","550.1600",
"Anna's Cafe LLC - Belvidere","160701745","Belvidere","5","326980.2000","300930.7600","26049.4400","104463.0000","78413.5600","26049.4400","7814.8300","6512.3600","1302.4700",
"Anna's Cafe LLC - Cicero","140703121","Cicero","5","587780.3700","533681.4800","54098.8900","211516.0000","157417.1400","54098.8600","16229.7200","13524.7700","2704.9500",
